id.orig_p,id.resp_p,proto,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,id.orig_h,id.resp_h
55052,2079,tcp,S0,-0.019245453,S,0.9471351,54.37022,0.10423959,4.374356,192.168.100.103,67.125.78.97
54688,340,tcp,S0,-0.023151286,S,0.93925637,52.54292,0.100195944,1.485712,192.168.100.103,59.101.104.102
41723,36149,udp,S0,0.02721415,D,1.1502681,42.801453,-0.045761436,-4.407424,192.168.100.103,152.79.198.184
41877,35392,udp,S0,0.027789857,D,1.1602724,43.458473,-0.044568375,-4.5043306,192.168.100.103,151.79.197.179
54609,464,tcp,S0,-0.024013601,S,0.9368602,52.535206,0.09990387,1.5760946,192.168.100.103,58.103.104.103
41684,20563,udp,S0,-0.0021115914,D,1.0652977,38.244453,-0.010941476,-1.7196865,192.168.100.103,132.40.202.133
54849,1883,tcp,S0,-0.019837197,S,0.9496197,54.374123,0.09996964,3.5053802,192.168.100.103,66.123.86.100
42318,26949,udp,S0,0.00023692101,D,1.0700427,38.78779,-0.03822267,-1.9634819,192.168.100.103,142.45.198.155
41869,10757,udp,S0,-0.002611529,D,1.0761931,37.20212,0.025627345,-0.07944965,192.168.100.103,110.19.198.81
54773,1775,tcp,S0,-0.019182537,S,0.953388,54.401707,0.09916152,3.3754082,192.168.100.103,67.122.87.100
41233,7721,udp,S0,0.0027403282,D,1.0684922,38.02377,0.02457735,1.867415,192.168.100.103,102.10.207.65
56181,0,tcp,S0,-0.021214597,S,0.94135237,50.71771,0.081975125,-1.3677101,192.168.100.103,64.75.90.85
42842,29041,udp,S0,0.00081406906,D,1.0838437,39.431133,-0.04088448,-2.086625,192.168.100.103,147.53.187.163
54811,1833,tcp,S0,-0.019762538,S,0.9509207,54.374733,0.099111,3.3508205,192.168.100.103,66.123.87.100
40109,10730,tcp,S0,0.045076646,ShA,2.9602,179.00659,0.10968499,-0.76621056,192.168.100.103,92.95.192.151
39546,10939,tcp,S0,0.033556692,ShA,2.973591,180.86017,0.13095705,-2.62004,192.168.100.103,79.99.189.149
54749,1781,tcp,S0,-0.020919673,S,0.9517198,54.306618,0.09760852,2.9297924,192.168.100.103,66.121.92.101
54791,229,tcp,S0,-0.022314418,S,0.9399438,52.466015,0.09953658,1.3587332,192.168.100.103,59.99.103.101
54634,887,tcp,S0,-0.025534041,S,0.93775785,52.877266,0.09973248,1.8117547,192.168.100.103,60.109.105.105
42222,9909,tcp,S0,0.06512798,ShA,2.9069,172.19025,0.016996056,0.72253895,192.168.100.103,116.77.200.140
38986,11318,tcp,S0,0.025360875,ShA,2.9566207,179.74234,0.16766548,-2.226265,192.168.100.103,61.102.190.153
55216,2086,tcp,S0,-0.018823553,S,0.9487221,54.38846,0.108780146,4.9388213,192.168.100.103,68.126.71.93
42437,36417,udp,S0,0.022849921,D,1.1408437,41.03803,-0.044766873,-4.3629484,192.168.100.103,157.75.195.189
42983,31521,udp,S0,0.0037028603,D,1.0825157,39.65177,-0.050729007,-1.8625107,192.168.100.103,154.56.184.180
55235,2045,tcp,S0,-0.018144742,S,0.95108294,54.414757,0.11049296,5.160427,192.168.100.103,69.127.68.91
42739,29919,udp,S0,0.0029020049,D,1.0828665,39.836483,-0.048715085,-1.7960854,192.168.100.103,150.52.189.172
40152,10901,tcp,S0,0.045376934,ShA,2.9479036,178.181,0.10881016,-0.6513319,192.168.100.103,92.96.192.153
54822,1829,tcp,S0,-0.018616255,S,0.9528784,54.435883,0.10107934,3.7623248,192.168.100.103,67.123.84.99
56811,3921,tcp,S0,-0.019487195,S,0.9179709,52.835804,0.15462829,8.691623,192.168.100.103,58.141.43.87
40299,10727,tcp,S0,0.048741423,ShA,2.9548678,178.31104,0.102311626,-0.24635983,192.168.100.103,96.94.193.151
43107,38680,udp,S0,0.013514217,D,1.1067121,42.19913,-0.06320953,-1.1945381,192.168.100.103,175.59.182.214
39828,10937,tcp,S0,0.039194815,ShA,2.9616244,179.64664,0.120006934,-1.6694279,192.168.100.103,85.98.191.151
57668,5806,tcp,S0,-0.018060874,ShA,0.8805903,51.79662,0.18191132,11.7516775,192.168.100.103,52.145.29.83
36570,10119,tcp,S0,0.00654231,ShA,2.996562,184.0058,0.3052702,0.7834921,192.168.100.103,18.110.195.175
42546,27230,udp,S0,-0.0016316399,D,1.0693942,38.336308,-0.031317845,-2.2248898,192.168.100.103,142.49.193.152
54645,1486,tcp,S0,-0.023548316,S,0.9475349,53.703136,0.0964558,2.2632508,192.168.100.103,63.116.99.103
55388,0,tcp,S0,-0.020614896,S,0.948608,52.258797,0.097854555,0.20683384,192.168.100.103,61.88.99.93
43014,32277,udp,S0,0.004399743,D,1.0827674,39.778526,-0.053436026,-1.7086115,192.168.100.103,156.57.184.184
43324,37322,udp,S0,0.011237413,D,1.1081251,42.217384,-0.059026346,-0.5673456,192.168.100.103,172.60.181.209
43330,38726,udp,S0,0.013348017,D,1.1230451,42.902122,-0.055016324,-1.2930355,192.168.100.103,175.60.178.213
29503,14381,tcp,S0,-0.045930147,ShADFadfRR,3.1016235,203.42435,0.71128976,9.98871,192.168.100.103,-80.132.220.246
37657,10460,tcp,S0,0.013701618,ShA,2.9941974,183.2383,0.2385073,-1.3564968,192.168.100.103,39.106.192.160
43102,39473,udp,S0,0.012192361,D,1.1219125,42.347015,-0.049189776,-3.0114326,192.168.100.103,172.64.184.212
55134,2057,tcp,S0,-0.018540852,S,0.94948256,54.39695,0.10708597,4.7681074,192.168.100.103,68.126.73.94
43418,9928,tcp,S0,0.066547915,ShA,2.8936133,170.08699,-0.014359251,-0.27608013,192.168.100.103,121.71.203.137
39066,11242,tcp,S0,0.025730796,ShA,2.9652236,180.37842,0.16215311,-2.5944128,192.168.100.103,64.101.189.151
54812,1832,tcp,S0,-0.019673616,S,0.9510737,54.37957,0.09926364,3.382751,192.168.100.103,66.123.87.100
55939,0,tcp,S0,-0.02148164,S,0.947128,51.347965,0.08220364,-1.3214817,192.168.100.103,64.76.93.85
41920,19667,udp,S0,-0.0031308122,D,1.0679921,37.85872,-0.002554953,-1.7435055,192.168.100.103,130.41.198.127
40811,10488,tcp,S0,0.053304933,ShA,2.9436824,176.3536,0.08212429,0.24860477,192.168.100.103,106.90.196.144
43386,39342,udp,S0,0.011848342,D^,1.1343019,43.04951,-0.04070081,-2.6535435,192.168.100.103,172.64.179.210
55744,0,tcp,S0,-0.021061808,S,0.949134,51.753647,0.0853029,-0.99094296,192.168.100.103,63.78.96.87
54785,1788,tcp,S0,-0.019098528,S,0.95305276,54.40742,0.0994124,3.4350986,192.168.100.103,67.122.87.100
41312,10581,tcp,S0,0.057791464,ShA,2.9043193,173.0922,0.0674101,0.9044504,192.168.100.103,109.85.198.145
43342,35063,udp,S0,0.0057306327,D,1.086064,40.06601,-0.052061677,-1.3840723,192.168.100.103,164.65.178.193
54632,1463,tcp,S0,-0.02341121,S,0.94816005,53.704285,0.09660451,2.284728,192.168.100.103,63.116.99.103
55164,2061,tcp,S0,-0.018543474,S,0.94951475,54.396034,0.1078538,4.8533864,192.168.100.103,68.126.72.93
39869,11032,tcp,S0,0.039681397,ShA,2.9549036,179.15887,0.11932029,-1.5298729,192.168.100.103,85.98.191.152
43863,20153,tcp,S0,0.051030513,HaDdAFf,2.0924053,111.840744,-0.039744288,-4.442663,192.168.100.103,138.76.202.152
56123,2641,tcp,S0,-0.02012457,S,0.95686316,54.921078,0.13740948,6.917452,192.168.100.103,64.135.53.87
41200,34925,udp,S0,0.030807883,D^,1.2220578,48.684338,-0.054100752,-4.551283,192.168.100.103,147.82.199.179
39318,11450,tcp,S0,0.028649919,ShA,2.954606,179.53168,0.14951603,-2.5236263,192.168.100.103,70.101.189.153
56073,2558,tcp,S0,-0.019782968,S,0.9591875,55.008553,0.13618486,6.8122916,192.168.100.103,64.135.54.86
54993,0,tcp,S0,-0.021391027,S,0.9459713,52.628693,0.0992991,0.9832907,192.168.100.103,59.95.102.98
42462,35811,udp,S0,0.024702113,D,1.1557603,41.99962,-0.03843932,-4.043212,192.168.100.103,156.76.195.186
43167,10016,tcp,S0,0.066788554,ShA,2.884213,169.65051,-0.013400286,0.058861732,192.168.100.103,120.72.203.139
41134,5898,udp,S0,0.0052092513,D,1.0164267,35.19036,0.036242463,4.0673156,192.168.100.103,96.3.207.47
42300,28364,udp,S0,0.038836457,Fa,1.6104616,76.85696,-0.04522778,-4.610121,192.168.100.103,141.79.200.166
54589,984,tcp,S0,-0.02454941,S,0.94251627,53.105,0.09906225,1.9997811,192.168.100.103,61.110.103.104
40682,10741,tcp,S0,0.05236069,ShA,2.9385448,176.33032,0.08976519,0.3790636,192.168.100.103,103.91.195.149
55984,2509,tcp,S0,-0.019857772,S,0.9570308,54.931404,0.13283674,6.592504,192.168.100.103,64.134.55.87
39135,11263,tcp,S0,0.026402675,ShA,2.9652562,180.36992,0.15826803,-2.654523,192.168.100.103,66.101.189.151
43477,38627,udp,S0,0.012931362,D,1.1167867,42.252113,-0.050227612,-0.99144363,192.168.100.103,174.61.175.211
41709,17534,udp,S0,-0.002222294,D,1.0572845,36.73189,0.00053317845,-1.409565,192.168.100.103,127.35.197.119
35370,10535,tcp,S0,-0.0023944378,ShADFadfRR,2.9795685,184.63597,0.36925876,2.6140862,192.168.100.103,-1.113.199.192
55431,2176,tcp,S0,-0.018865962,S,0.95121586,54.522163,0.11608204,5.5646524,192.168.100.103,67.128.64.89
55696,0,tcp,S0,-0.021217365,R,0.93639004,49.44365,0.08056084,-1.8562059,192.168.100.103,67.72.94.80
42563,29399,udp,S0,0.0028085448,D,1.080614,39.871326,-0.049794525,-1.7311058,192.168.100.103,149.49.192.169
41182,6978,udp,S0,0.0042902464,D,1.0623336,37.87612,0.026712008,2.6850457,192.168.100.103,100.7.209.60
56921,4150,tcp,S0,-0.019211397,S,0.911147,52.480125,0.15781155,9.04686,192.168.100.103,57.142.42.87
43059,39044,udp,S0,0.0124139,D,1.116833,42.845097,-0.062460914,-2.009531,192.168.100.103,175.59.183.215
44339,11984,tcp,S0,0.06254968,S,2.7188768,156.963,-0.030270606,-1.9769125,192.168.100.103,126.71.205.141
37891,10672,tcp,S0,0.015940964,ShA,2.9822907,182.21338,0.22618128,-1.3881063,192.168.100.103,42.105.192.159
41401,8815,udp,S0,0.00047527067,D,1.0751506,37.96688,0.02329883,0.81357956,192.168.100.103,105.13.205.71
54619,1249,tcp,S0,-0.024213493,S,0.9446331,53.41027,0.0974762,2.0895414,192.168.100.103,62.113.102.104
42593,37604,udp,S0,0.018957485,D,1.1288099,40.31898,-0.049239993,-4.8089275,192.168.100.103,161.72.192.195
32642,12026,tcp,S0,-0.023868278,ShADFadfRR,3.0208094,191.73828,0.53138757,6.606677,192.168.100.103,-40.122.207.221
46647,1740,udp,S0,-0.0070222523,F,0.8756782,33.303658,0.070770316,2.0557103,192.168.100.103,88.26.163.44
55773,2407,tcp,S0,-0.019431364,S,0.95514953,54.82865,0.12596619,6.181061,192.168.100.103,65.132.58.88
54926,1951,tcp,S0,-0.017713156,S,0.9519449,54.4113,0.103400655,4.35311,192.168.100.103,68.124.79.96
41677,9509,udp,S0,-0.00093071815,D,1.0776414,37.676632,0.027270332,0.4013319,192.168.100.103,107.16.201.74
42749,37674,udp,S0,0.018626135,D,1.1390071,40.997826,-0.04622665,-4.7512913,192.168.100.103,162.72.190.196
35850,10422,tcp,S0,0.0013803542,ShADFadfRR,2.9758468,183.60843,0.3444398,2.048365,192.168.100.103,5.111.198.187
38940,11178,tcp,S0,0.024475776,ShA,2.966782,180.53348,0.16802382,-2.588438,192.168.100.103,61.102.190.151
42922,38423,udp,S0,0.015803318,D,1.1575618,42.650215,-0.03787726,-4.047146,192.168.100.103,165.69.187.201
54615,515,tcp,S0,-0.024165563,S,0.93543845,52.494934,0.09927949,1.5740471,192.168.100.103,58.103.104.103
41702,11298,udp,S0,-0.0017747022,D,1.0721639,37.11379,0.020783171,-0.04622841,192.168.100.103,112.20.199.87
54886,0,tcp,S0,-0.019811202,R,0.9440673,48.12785,0.0804417,-2.2670088,192.168.100.103,72.66.103.72
41877,13649,udp,S0,-0.0049209706,D,1.0492169,35.108948,0.014136806,-1.1455898,192.168.100.103,117.26.195.99
42729,30356,udp,S0,0.003700357,D,1.0816618,39.93111,-0.052091107,-1.682991,192.168.100.103,152.52.189.175
54961,28,tcp,S0,-0.021593064,S,0.9416181,52.480766,0.097935535,1.0238104,192.168.100.103,59.96.102.100
55138,0,tcp,S0,-0.020833526,S,0.952384,52.722237,0.101612076,0.80947876,192.168.100.103,61.91.101.96
40067,10896,tcp,S0,0.04381285,ShA,2.9530883,178.66129,0.11200537,-0.8951559,192.168.100.103,90.96.192.152
42044,37556,udp,S0,0.021165323,D,1.0978019,38.46148,-0.057393134,-4.811902,192.168.100.103,158.73.198.194
56049,2542,tcp,S0,-0.019801136,S,0.9585599,54.98654,0.13526474,6.7504635,192.168.100.103,64.135.54.87
55262,2055,tcp,S0,-0.018270753,S,0.9509986,54.42469,0.11123413,5.222404,192.168.100.103,68.127.67.90
43300,39322,udp,S0,0.0118476525,D,1.1324263,43.067886,-0.045152098,-2.6395655,192.168.100.103,173.63.181.211
56351,3104,tcp,S0,-0.019910991,S,0.9462853,54.27838,0.14499685,7.6983767,192.168.100.103,62.138.49.87
54762,1741,tcp,S0,-0.017998721,S,0.95596534,54.463066,0.100431345,3.6699963,192.168.100.103,68.122.85.98
43322,39398,udp,S0,0.012049988,D,1.1301261,42.703568,-0.040864915,-2.8606615,192.168.100.103,172.64.180.210
36992,10251,tcp,S0,0.009353772,ShA,2.9954646,183.68591,0.2794639,-0.030112267,192.168.100.103,26.108.194.169
54712,1741,tcp,S0,-0.021064643,S,0.9531515,54.285667,0.097554795,2.8425903,192.168.100.103,66.121.93.101
54879,1917,tcp,S0,-0.019613132,S,0.94921523,54.389545,0.101065114,3.714388,192.168.100.103,67.124.84.100
42138,14992,udp,S0,-0.0059159156,D,1.0500317,35.08212,0.013125479,-1.6202097,192.168.100.103,119.30.192.103
41386,8531,udp,S0,0.00066773314,D,1.073591,37.943848,0.024045363,0.9643955,192.168.100.103,104.12.205.69
42903,9805,tcp,S0,0.06715128,ShA,2.913082,171.84119,-0.0040523857,0.2522335,192.168.100.103,119.73.201.136
42933,38517,udp,S0,0.012788631,D,1.0910742,41.628,-0.06939243,-1.029377,192.168.100.103,175.58.186.215
42933,39535,udp,S0,0.012307007,D,1.1157501,42.093334,-0.055944756,-3.117463,192.168.100.103,172.63.186.213
44589,13763,tcp,S0,0.060033564,R,2.552865,144.91457,-0.032187,-2.8334455,192.168.100.103,132.72.204.144
43440,35507,udp,S0,0.006367121,D,1.090291,40.201584,-0.048705712,-1.1743517,192.168.100.103,166.66.176.195
43042,39484,udp,S0,0.012227114,D,1.1197529,42.27728,-0.051935866,-3.0351114,192.168.100.103,172.63.185.212
40769,5299,udp,S0,0.007096232,D,0.9965776,34.383717,0.04050626,5.324112,192.168.100.103,94.0.209.44
42200,10004,tcp,S0,0.06476316,ShA,2.8975043,171.58582,0.01636912,0.71293736,192.168.100.103,115.78.200.141
54738,1747,tcp,S0,-0.019782692,S,0.954076,54.36579,0.09866231,3.1912827,192.168.100.103,67.122.90.100
41487,10217,tcp,S0,0.059092082,ShA,2.9140234,173.5841,0.05634276,0.808033,192.168.100.103,112.82.198.141
41042,5926,udp,S0,0.005323263,D,1.0199116,35.474514,0.035544433,4.1841316,192.168.100.103,96.3.208.48
54811,1815,tcp,S0,-0.018718883,S,0.9530275,54.42952,0.10063073,3.6754313,192.168.100.103,67.123.85.99
55508,0,tcp,S0,-0.020870388,S,0.9410735,51.933167,0.09322384,-0.15023041,192.168.100.103,61.88.98.93
41932,17594,udp,S0,-0.0030990243,D,1.061038,36.735703,0.005545765,-1.5331917,192.168.100.103,127.37.194.118
55111,2000,tcp,S0,-0.0176845,S,0.95208776,54.416008,0.10775788,4.896658,192.168.100.103,69.126.72.92
56363,3127,tcp,S0,-0.019811407,S,0.94565165,54.234367,0.14534608,7.7370586,192.168.100.103,62.138.49.87
54638,863,tcp,S0,-0.025218908,S,0.9353575,52.685287,0.09763299,1.6512098,192.168.100.103,59.107.104.105
42318,10083,tcp,S0,0.06557327,ShA,2.885148,170.58823,0.009023488,0.66438675,192.168.100.103,116.77.201.143
57355,5084,tcp,S0,-0.018726107,S,0.88561225,51.33673,0.16976446,10.468513,192.168.100.103,54.143.35.85
42531,27673,udp,S0,-0.0005044304,D,1.0739896,38.881706,-0.038230762,-2.110032,192.168.100.103,144.48.194.156
54839,1853,tcp,S0,-0.018816143,S,0.9519727,54.426807,0.101209775,3.7776165,192.168.100.103,67.123.84.99
43135,38638,udp,S0,0.013046417,D,1.099958,41.795906,-0.06209813,-1.0567865,192.168.100.103,175.59.181.214
54671,1164,tcp,S0,-0.025207695,S,0.9392702,53.159184,0.098083586,1.9086614,192.168.100.103,61.112.103.106
42717,37611,udp,S0,0.018672861,D,1.1369218,40.837444,-0.046662405,-4.774166,192.168.100.103,161.72.191.195
42057,9982,tcp,S0,0.0636752,ShA,2.9055333,172.32584,0.024310932,0.7561321,192.168.100.103,115.78.200.141
55880,0,tcp,S0,-0.021323018,S,0.9493924,51.54371,0.08260966,-1.2500582,192.168.100.103,64.76.94.85
42144,13590,udp,S0,-0.0065089017,D,1.0543423,35.15605,0.01811321,-1.3652811,192.168.100.103,116.27.192.96
54595,1104,tcp,S0,-0.024268616,S,0.9441274,53.274117,0.09832366,2.056696,192.168.100.103,62.112.103.104
38693,11100,tcp,S0,0.02208978,ShA,2.9659944,180.53384,0.17936063,-2.495119,192.168.100.103,55.103.191.151
42752,38266,udp,S0,0.01744622,D,1.1433212,41.57389,-0.046324715,-4.359521,192.168.100.103,163.69.189.200
44573,12251,tcp,S0,0.061941143,S,2.6855888,154.14572,-0.02493018,-2.6104956,192.168.100.103,127.72.204.138
55420,2169,tcp,S0,-0.018944103,S,0.95079374,54.512573,0.115623705,5.5293064,192.168.100.103,67.128.64.89
41501,32440,udp,S0,0.03418824,Dd,1.3450931,57.626427,-0.052856073,-4.506712,192.168.100.103,144.81.199.173
54751,1767,tcp,S0,-0.020085368,S,0.95297235,54.35116,0.09836747,3.1329846,192.168.100.103,66.122.90.100
41858,12357,udp,S0,-0.0038998965,D,1.0647268,36.247387,0.018904924,-0.6125345,192.168.100.103,114.23.196.92
55416,0,tcp,S0,-0.020662144,S,0.94541776,52.189117,0.09632932,0.14884663,192.168.100.103,61.88.99.93
42335,36457,udp,S0,0.023366567,D,1.1353793,40.700752,-0.044999287,-4.3214493,192.168.100.103,157.75.196.189
42288,36038,udp,S0,0.025333744,D,1.1429904,41.22384,-0.039806396,-3.9912214,192.168.100.103,155.76.197.187
55019,0,tcp,S0,-0.021272808,S,0.948368,52.709206,0.10001064,0.95228195,192.168.100.103,60.94.102.97
41634,11596,udp,S0,-0.001633402,D,1.0684592,36.890327,0.01863186,-0.090268135,192.168.100.103,113.21.199.90
55519,0,tcp,S0,-0.020659328,S,0.9430639,51.845795,0.09314215,-0.25041866,192.168.100.103,62.86.97.92
56146,0,tcp,S0,-0.02222174,S,0.93636304,50.450455,0.080497615,-1.5799723,192.168.100.103,65.76.90.84
54703,1694,tcp,S0,-0.02271479,S,0.9493185,54.019157,0.09631254,2.4504156,192.168.100.103,64.119.96.103
56403,3198,tcp,S0,-0.01970021,S,0.9433499,54.106255,0.1462697,7.8358254,192.168.100.103,62.138.48.87
39219,11192,tcp,S0,0.027011983,ShA,2.9726071,180.96747,0.1511785,-3.1252594,192.168.100.103,69.101.188.149
40951,34581,udp,S0,0.03211216,D^,1.2493727,50.83387,-0.05737689,-4.4158487,192.168.100.103,145.81.200.180
54637,1506,tcp,S0,-0.02297946,S,0.9494604,53.809837,0.09672655,2.3711615,192.168.100.103,64.116.98.103
41874,17225,udp,S0,-0.0030078106,D,1.0595012,36.5672,0.00548625,-1.4906578,192.168.100.103,126.36.194.116
37244,10399,tcp,S0,0.011351973,ShA,2.9892826,183.08493,0.26500392,-0.31557274,192.168.100.103,30.107.194.167
55937,0,tcp,S0,-0.021069929,S,0.95258,51.698044,0.08371761,-1.178153,192.168.100.103,64.75.94.85
36430,10317,tcp,S0,0.0061038584,ShA,2.9825006,183.19354,0.31428644,1.3651314,192.168.100.103,14.110.196.179
41881,21486,udp,S0,-0.0019820742,D,1.0723814,38.70222,-0.012654349,-1.8704271,192.168.100.103,133.42.201.135
54792,1834,tcp,S0,-0.021148834,S,0.9492334,54.299522,0.09733684,2.925047,192.168.100.103,65.122.91.102
54668,1606,tcp,S0,-0.022691492,S,0.9499105,53.944626,0.0965906,2.4405289,192.168.100.103,64.118.97.103
54601,1316,tcp,S0,-0.02377572,S,0.9471128,53.523632,0.097049594,2.1899014,192.168.100.103,63.114.101.103
55961,0,tcp,S0,-0.020739041,R,0.9378853,49.939095,0.08084817,-1.6116009,192.168.100.103,66.73.92.82
41899,19386,udp,S0,-0.0030064285,D,1.0663538,37.70146,-0.0021594465,-1.6954184,192.168.100.103,130.40.197.126
39910,10960,tcp,S0,0.040683776,ShA,2.957152,179.21469,0.11766854,-1.3881865,192.168.100.103,86.97.191.151
43051,33123,udp,S0,0.005093742,D,1.0833927,39.989887,-0.056349948,-1.5118389,192.168.100.103,159.59.184.188
43086,39568,udp,S0,0.012568995,D,1.1274275,42.38327,-0.045599476,-3.1237316,192.168.100.103,170.65.184.210
56222,2865,tcp,S0,-0.01974459,S,0.9531006,54.624294,0.1416445,7.375516,192.168.100.103,63.136.51.86
42739,36802,udp,S0,0.020445552,D,1.1516528,41.685776,-0.043065965,-4.492237,192.168.100.103,159.73.191.191
42337,37970,udp,S0,0.019279364,D,1.1124489,39.440334,-0.058652207,-4.7198887,192.168.100.103,161.70.194.198
43463,10211,tcp,S0,0.066046834,ShA,2.8600998,167.8133,-0.021506742,-0.27546978,192.168.100.103,121.70.205.141
38648,11051,tcp,S0,0.021614507,ShA,2.9689717,180.7869,0.18149771,-2.515645,192.168.100.103,55.103.191.151
35593,10352,tcp,S0,-0.0011934042,ShADFadfRR,2.9844298,184.63815,0.3564269,2.0404816,192.168.100.103,3.112.198.188
54665,1298,tcp,S0,-0.024717275,S,0.9419956,53.38044,0.097239,2.001068,192.168.100.103,61.113.102.105
55347,0,tcp,S0,-0.020552613,S,0.9495086,52.37484,0.099027246,0.36477184,192.168.100.103,61.89.99.94
44640,13863,tcp,S0,0.059843246,R,2.5356526,143.54578,-0.030598775,-3.0437813,192.168.100.103,132.73.204.143
43154,10089,tcp,S0,0.06668304,ShA,2.8759058,169.10571,-0.014876634,0.08565903,192.168.100.103,120.72.203.140
43366,38968,udp,S0,0.01256365,D,1.1301944,43.274124,-0.05072935,-1.7295065,192.168.100.103,175.61.178.212
42160,36637,udp,S0,0.023878891,D,1.1235764,39.995552,-0.04632993,-4.3109484,192.168.100.103,156.75.197.190
42660,29508,udp,S0,0.002591461,D,1.0822377,39.818523,-0.048096865,-1.7993078,192.168.100.103,149.51.190.169
42296,37311,udp,S0,0.020573374,D,1.1140397,39.416756,-0.054973707,-4.8310986,192.168.100.103,158.73.195.193
43165,23876,tcp,S0,0.045574564,HaDdAFTf,1.8960713,97.79813,-0.04409945,-4.5781536,192.168.100.103,139.78.202.159
55192,2044,tcp,S0,-0.018212706,S,0.9505684,54.402214,0.1090545,5.0077376,192.168.100.103,68.126.70.92
37543,10794,tcp,S0,0.014858156,ShA,2.9637804,180.99606,0.25104994,0.03205681,192.168.100.103,33.105.194.167
39958,10448,tcp,S0,0.04309877,ShA,2.983379,180.70163,0.1134696,-1.2237043,192.168.100.103,91.95.192.147
54992,1999,tcp,S0,-0.018118363,S,0.9506352,54.406364,0.104249544,4.4541645,192.168.100.103,68.125.78.96
54806,1819,tcp,S0,-0.01931177,S,0.9519775,54.397957,0.09964274,3.4681888,192.168.100.103,67.123.86.100
41648,36360,udp,S0,0.02707475,D,1.1506656,42.902397,-0.04657124,-4.4028425,192.168.100.103,152.79.199.185
41864,20306,udp,S0,-0.0029233582,D,1.0690862,38.192043,-0.005803585,-1.799305,192.168.100.103,131.41.199.131
37340,10314,tcp,S0,0.011393338,ShA,2.998611,183.73993,0.25733668,-0.86886024,192.168.100.103,33.107.193.164
39109,11321,tcp,S0,0.026340358,ShA,2.960044,179.9621,0.16088672,-2.4303122,192.168.100.103,65.101.189.152
38627,11187,tcp,S0,0.021888435,ShA,2.9570584,179.87155,0.18419223,-2.1072063,192.168.100.103,53.103.191.153
43285,39097,udp,S0,0.012321476,D,1.1295917,43.264713,-0.051160946,-1.9643335,192.168.100.103,175.60.180.213
43367,36671,udp,S0,0.010201659,D,1.1000831,41.610744,-0.05813153,-0.8388729,192.168.100.103,170.61.181.205
42212,9929,tcp,S0,0.06500596,ShA,2.9050932,172.08215,0.01713945,0.72231865,192.168.100.103,116.77.200.140
54618,1472,tcp,S0,-0.022746384,S,0.95049244,53.81694,0.09696302,2.4087353,192.168.100.103,64.116.98.102
41836,10327,tcp,S0,0.061658733,ShA,2.8864965,171.28766,0.035467997,0.7422018,192.168.100.103,113.81.199.144
41560,35921,udp,S0,0.028050933,D,1.1667271,44.234226,-0.047452092,-4.546876,192.168.100.103,150.80.199.182
43226,38221,udp,S0,0.01206452,D,1.103074,41.99415,-0.06074424,-0.7037411,192.168.100.103,174.60.181.212
43192,38652,udp,S0,0.0130812,D,1.1027073,41.864723,-0.06005159,-1.0449924,192.168.100.103,175.60.180.213
54804,1809,tcp,S0,-0.018804926,S,0.95304644,54.42444,0.100342795,3.6188545,192.168.100.103,67.123.85.99
34426,10939,tcp,S0,-0.0095822215,ShADFadfRR,2.9851193,186.53165,0.41902226,3.919835,192.168.100.103,-15.116.202.203
54727,1205,tcp,S0,-0.02588309,S,0.9349543,53.011406,0.09748846,1.776525,192.168.100.103,60.112.104.107
42052,16290,udp,S0,-0.0044417027,D,1.0572836,36.04072,0.008522317,-1.5785599,192.168.100.103,123.34.193.111
42940,39455,udp,S0,0.012120027,D,1.1170121,42.320057,-0.057626277,-3.0081434,192.168.100.103,172.63.186.213
41633,10207,tcp,S0,0.060216114,ShA,2.9064689,172.91318,0.047680117,0.8015051,192.168.100.103,113.81.199.142
41820,13668,udp,S0,-0.0045817513,D,1.0480549,35.094967,0.013264239,-1.1002016,192.168.100.103,117.26.195.100
54624,1428,tcp,S0,-0.023614429,S,0.94763345,53.640915,0.09659268,2.2416654,192.168.100.103,63.115.100.103
43496,36792,udp,S0,0.0098579,D,1.1049883,41.67914,-0.053129718,-0.76052,192.168.100.103,170.63.178.205
42224,24969,udp,S0,-0.0015443228,D,1.0648985,38.099937,-0.024848565,-2.1267014,192.168.100.103,138.45.198.144
43317,35447,udp,S0,0.0068237185,D,1.0870392,40.288937,-0.054068103,-1.2338018,192.168.100.103,166.64.179.196
42775,39514,udp,S0,0.012080319,D,1.1096374,42.05102,-0.0642557,-3.1149788,192.168.100.103,173.62.188.215
42469,28353,udp,S0,0.001537364,D,1.0770524,39.517067,-0.04529585,-1.8601208,192.168.100.103,146.48.195.162
42447,37732,udp,S0,0.019216191,D,1.1192054,39.76088,-0.053682193,-4.7982225,192.168.100.103,160.72.193.196
41979,15991,udp,S0,-0.0041967332,D,1.0543128,35.83628,0.007291943,-1.5426044,192.168.100.103,122.32.194.110
55492,0,tcp,S0,-0.02069508,S,0.9438333,51.931053,0.09408316,-0.15240479,192.168.100.103,62.86.97.92
35579,10398,tcp,S0,-0.0011138916,ShADFadfRR,2.9824145,184.51147,0.3575794,2.1589217,192.168.100.103,2.112.199.189
56699,3730,tcp,S0,-0.018613376,S,0.9265498,53.15885,0.1532321,8.5899935,192.168.100.103,59.140.44.86
